"","Code","Governance.Units.x","Provinces.x","Districts.x","Name.of.Government.Unit.x","Children.Immunized.BCG.Doses","Children.Immunized.DPT.HepB.Hib.1st","Children.Immunized.DPT.HepB.Hib.3rd","Children.Immunized.OPV.3rd","Children.Immunized.PCV.3rd","Children.Immunized.Measles.Rubella.12.23.Months","Children.Immunized.JE","Pregnant.women.Immunized.TD.Pregnant.Women..2","Pregnant.women.Immunized.TD.Pregnant.Women..2.","Fully.Immunized.Children","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned.months","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Conducted","Safe.Motherhood.Program..Birth.Weight.Low.and.Very.low....2.5.kg.","Registered.for.GM.New.Visit.0.11.Months...Normal","Registered.for.GM.New.Visit.0.11.Months...Moderate","Registered.for.GM.New.Visit.0.11.Months...Severe","Registered.for.GM.New.Visit.12.23.Months...Normal","Registered.for.GM.New.Visit.12.23.Months...Moderate","Registered.for.GM.New.Visit.12.23.Months...Severe","X..5yr.Children.Receiving.Vitamin.A.6.59.Months..sharwan.Poush.2074.","Nutrition...5yr.Children.Receiving.Deworming.Tab..Sharwan.poush.2074.","CBIMCI..2.59Months..Classification.Diarrhoea.No.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Some.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Severe.Dehydration","FCHV.Program.CBIMCI..2.59.Months.Total.Diarrhoea.Cases","CBIMCI..2.59Months..Treatment.ORS...Zinc","FCHV.Program.CBIMCI..2.59.Months.Treated.with.ORS...Zinc","Total.Diarrhoea.cases","Total.diarrhoea.treated.with.ORS.and.zinc","CBIMCI..2.59Months..Classification.ARI.No.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Severe.Pneu.Very.Severe.Disease","FCHV.Program.CBIMCI..2.59.Months.Total.cases.ARI","Total.ARI.cases","Total.Pneumonia.cases..at.HF...Outreach.","CBIMCI..2.59Months..Treatment.Amoxicillin","CBIMCI..2.59Months..Treatment.Cotrim.Paediatrics","CBIMCI..2.59Months..Treatment.Other.Antibiotics.Facility","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years.1","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years.1","Nutrition.Pregnant.Women.Receiving.180.Iron.Tablets","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Facility","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Home","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Facility","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Home","Safe.Motherhood.Program.3.PNC.Visits.as.per.Protocol","FCHV.Program.Maternal.Death.Antepartum","FCHV.Program.Maternal.Death.Intrapartum","FCHV.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Maternal.Death.Antepartum","Safe.Motherhood.Program.Maternal.Death.Intrapartum","Safe.Motherhood.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical.1","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical.1","CBIMCI..2Months.Total.Death...28.Days..Facility","CBIMCI..2Months.Total.Death...28.Days..OutReach.Clinics","FCHV.Program.Death..28.days","Safe.Motherhood.Program.Maternal.Death.Neonatal.death.at.Health.Facility","Total.number.of.neonatal.deaths","Family.Planning.Program.Temporary.FP.Method.Pills.Current.User","Family.Planning.Program.Temporary.FP.Method.Implant.Current.User","Family.Planning.Program.Temporary.FP.Method.IUCD.Current.User","Family.Planning.Program.Temporary.FP.Method.Depo.Current.User","Family.Planning.Program.Temporary.FP.Method.Condom.Pieces.Qty.150","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..IUCD","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Implant","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Tubectomy","Total.FCHVs.within.Catchment.Area","FCHV.Program.SMH.FP.Meetings.Held.of.Mothers.Group","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Planned.months","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Conducted","HIV.Tested.in.HTC.Program","HIV.found.Positive.in.HTC.Program","Outpatient.Morbidity.Communicable.Vector.Borne.Filariasis.Cases","Outpatient.Morbidity.Trachoma.Cases","No..of.new.TB.cases.registered","TB.PBC..new..registered.cases","TB.PBC..new..treatment.completed....cured.and.completed..cases","Malaria..Total.number.of.positive.cases","Number.of..P..Falciparum..PF..cases","Malaria..Diagnosis...Result.Examined","Malaria..Blood.Slide.Collection","Leprosy.Total.Additions.New.Cases.Never.Registered.earlier.Multi.Bacillary","Leprosy.Total.Additions.New.Cases.Never.registered.earlier.Pauci.Bacillary","Leprosy.Patient..from.OPD.","Total.New.OPD.Visits.Female","Total.New.OPD.Visits.Male","fid","Provinces.y","Districts.y","Governance.Units.y","Name.of.Government.Unit.y"
"560",50909,"Rural Municipality","Province 5","Kapilbastu","Mayadevi Rural Municipality",1391,1458,1389,1399,1259,1121,1228,423,1022,1032,572,48,570,39,1230,76,6,749,59,27,4652,4079,1398,145,5,1024,1593,734,2572,"2327",1173,234,10,554,1971,244,361,370,169,69,1522,0,595,537,0,32,616,0,225,0,0,0,0,0,0,2,0,49,0,0,0,12,2,14,203,541,198,453,440,0,0,0,100,1061,"31",298,0,0,5,20,59,25,20,3,0,626,626,5,4,13,26199,19557,535,"Lumbini Province","Kapilbastu","Rural Municipality","Mayadevi Rural Municipality"
"561",50910,"Rural Municipality","Province 5","Kapilbastu","Shuddhodhan Rural Municipality",1266,1295,1133,1144,1114,822,969,387,958,911,360,30,360,37,1678,121,36,918,183,56,5184,4397,1145,32,0,1359,1236,1288,2536,"2524",982,173,0,895,2050,173,417,194,12,14,1467,3,640,563,0,73,250,0,0,0,0,0,0,0,0,14,0,65,0,0,0,8,0,8,237,550,0,339,459,0,0,0,83,773,"27",297,0,0,0,0,34,20,15,0,0,309,309,14,14,40,17605,13313,537,"Lumbini Province","Kapilbastu","Rural Municipality","Shuddhodhan Rural Municipality"
"562",51001,"Rural Municipality","Province 5","Dang","Bangalachuli Rural Municipality",590,598,533,535,636,480,623,365,18,548,212,18,210,4,785,21,6,481,47,12,2698,2353,502,45,2,1731,633,1446,2280,"2079",938,418,3,1852,3211,421,340,46,225,184,317,60,143,209,37,0,94,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,102,114,40,272,357,0,0,0,52,567,"13",137,0,0,0,4,48,29,28,0,0,9,9,0,0,0,9567,5183,581,"Lumbini Province","Dang","Rural Municipality","Bangalachuli Rural Municipality"
"563",51002,"Sub-Metropolitan City","Province 5","Dang","Ghorahi Sub-Metropolitan City",3600,3433,3258,3264,3570,2833,3466,2905,220,2461,528,44,508,312,2269,35,16,788,32,29,11985,9690,1142,81,8,3696,1265,3706,4927,"4971",2313,840,1,4556,7710,841,669,259,497,661,2177,353,1044,1233,12,0,5132,0,337,0,0,0,0,0,0,26,8,301,140,0,0,42,0,42,3224,3442,1589,5529,1446,0,0,62,211,4181,"24",260,249,8,0,0,221,135,111,7,1,1040,1040,0,1,0,41811,28066,584,"Lumbini Province","Dang","Sub-Metropolitan City","Ghorahi Sub-Metropolitan City"
"564",51003,"Sub-Metropolitan City","Province 5","Dang","Tulsipur Sub-Metropolitan City",3647,3339,3362,3359,3269,2947,3301,2806,326,2011,588,49,576,173,1943,82,25,1038,92,21,10235,8244,929,103,0,5087,1050,3854,6119,"4904",1711,1164,4,3826,6705,1168,902,488,575,943,2751,670,2204,2703,0,0,2221,0,1370,0,0,0,0,0,1,13,47,222,854,0,0,3,4,7,1611,2721,825,2231,1021,1,0,0,213,1968,"29",305,525,4,1,0,216,129,119,5,1,1725,1725,3,0,0,33824,23262,589,"Lumbini Province","Dang","Sub-Metropolitan City","Tulsipur Sub-Metropolitan City"
"565",51004,"Rural Municipality","Province 5","Dang","Shantinagar Rural Municipality",491,528,502,502,489,434,513,329,39,466,168,14,160,1,506,9,7,124,10,2,2333,2056,238,17,0,1267,249,1304,1522,"1553",546,95,0,1806,2447,95,77,30,126,203,404,115,220,320,10,0,78,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,475,13,373,275,0,0,0,48,554,"11",124,0,0,0,0,46,18,17,2,0,153,153,1,0,0,9433,5300,588,"Lumbini Province","Dang","Rural Municipality","Shantinagar Rural Municipality"
"566",51005,"Rural Municipality","Province 5","Dang","Babai Rural Municipality",665,674,668,668,683,575,637,495,11,624,127,11,124,1,496,15,1,142,14,1,2535,2169,393,0,0,1058,432,1071,1451,"1503",590,55,0,516,1161,55,125,70,64,255,422,145,292,435,0,2,184,0,74,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,196,459,72,305,217,0,0,0,53,565,"8",84,0,0,0,0,46,14,14,3,1,202,202,0,0,1,7765,4797,580,"Lumbini Province","Dang","Rural Municipality","Babai Rural Municipality"
"567",51006,"Rural Municipality","Province 5","Dang","Dangisharan Rural Municipality",419,477,469,469,465,453,483,327,93,442,168,14,161,7,508,19,17,197,14,5,1572,1365,303,19,0,1052,358,1075,1374,"1433",509,232,3,1258,2002,235,129,14,252,142,303,101,239,332,0,0,168,3,39,0,0,1,0,0,0,2,0,38,0,0,0,2,0,2,263,411,702,381,246,0,0,0,51,584,"10",113,0,0,0,0,43,18,16,3,0,394,394,1,1,1,11042,7374,582,"Lumbini Province","Dang","Rural Municipality","Dangisharan Rural Municipality"
"568",51007,"Municipality ","Province 5","Dang","Lamahi Municipality",912,993,953,953,847,764,848,810,21,900,182,15,174,17,1537,15,4,335,7,3,3921,3494,398,7,1,1121,396,1104,1527,"1500",939,140,3,1034,2116,143,111,117,126,154,885,116,538,651,62,0,533,0,66,0,0,0,0,0,0,4,0,153,13,0,0,0,0,0,373,1329,1073,568,555,0,0,0,63,754,"8",89,0,1,0,0,79,33,29,3,0,720,720,1,0,0,18444,12184,585,"Lumbini Province","Dang","Municipality ","Lamahi Municipality"
"569",51008,"Rural Municipality","Province 5","Dang","Rapti Rural Municipality",953,892,862,862,802,847,844,778,56,938,186,16,184,76,792,8,5,276,7,0,3684,3304,279,22,0,1353,301,1384,1654,"1685",786,330,0,692,1808,330,206,90,104,223,935,126,564,731,0,0,554,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,376,628,931,322,0,0,0,58,650,"10",115,0,0,0,0,62,55,45,2,0,267,267,5,0,4,13424,7924,587,"Lumbini Province","Dang","Rural Municipality","Rapti Rural Municipality"
"570",51009,"Rural Municipality","Province 5","Dang","Gadhawa Rural Municipality",799,783,711,711,681,610,673,643,67,662,198,17,195,29,1394,28,9,1031,5,1,3215,2733,592,50,0,2089,640,2102,2731,"2742",1890,209,0,1394,3493,209,84,140,375,193,644,136,447,578,47,1,511,0,489,0,0,0,0,0,0,4,0,17,0,0,0,3,1,4,276,668,622,511,871,0,0,0,78,1030,"12",136,0,0,1,0,58,33,29,2,0,1198,1198,4,1,0,21323,14452,583,"Lumbini Province","Dang","Rural Municipality","Gadhawa Rural Municipality"
"571",51010,"Rural Municipality","Province 5","Dang","Rajpur Rural Municipality",473,482,455,455,418,393,433,277,45,453,131,11,130,11,592,31,5,236,7,3,2502,2088,656,33,0,1609,613,1583,2298,"2196",1058,122,0,1204,2384,122,203,25,232,162,335,105,173,259,44,0,226,0,33,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,250,473,31,626,675,0,0,0,52,446,"8",91,0,0,0,0,26,19,16,0,0,205,205,0,0,0,12255,9304,586,"Lumbini Province","Dang","Rural Municipality","Rajpur Rural Municipality"
"572",51101,"Rural Municipality","Province 5","Banke","Rapti Sonari Rural Municipality",1349,1249,1221,1240,1123,1016,1268,843,368,1309,396,33,393,71,1194,34,18,594,47,18,5290,4268,560,148,8,4713,695,4028,5429,"4723",1006,295,2,3122,4425,297,379,197,113,345,1172,211,566,887,108,1,800,3,264,0,0,0,0,0,0,0,0,18,0,0,0,3,0,3,425,942,408,1408,604,0,0,0,106,1198,"20",221,0,0,18,8,68,45,41,6,1,849,849,4,6,1,18562,13261,597,"Lumbini Province","Banke","Rural Municipality","Rapti Sonari Rural Municipality"
"573",51102,"Municipality ","Province 5","Banke","Kohalpur Municipality",1862,1649,1579,1579,1660,1578,1680,948,628,1375,285,24,278,826,627,0,0,468,1,1,7247,6645,347,34,0,1807,391,1751,2188,"2142",784,116,0,1560,2460,116,64,18,21,385,1828,108,522,801,3284,0,1291,0,637,0,0,0,2,1,7,23,58,483,1309,0,0,4,107,111,658,1721,2220,633,291,0,0,31,66,750,"15",171,0,0,0,0,97,53,47,9,1,247,247,13,8,1,17803,12534,594,"Lumbini Province","Banke","Municipality ","Kohalpur Municipality"
"574",51103,"Rural Municipality","Province 5","Banke","Baijanath Rural Municipality",1022,1077,1072,1072,1053,1025,1212,656,306,1023,289,24,289,22,704,23,7,434,42,11,5639,5172,447,38,7,2238,460,2086,2730,"2546",1046,358,19,3377,4800,377,306,74,69,280,904,140,525,621,0,0,278,0,170,0,0,1,0,0,0,2,0,24,0,0,0,1,0,1,480,441,216,813,751,0,0,0,92,981,"14",163,0,0,0,0,94,49,44,17,1,1054,1054,7,14,18,17430,9853,590,"Lumbini Province","Banke","Rural Municipality","Baijanath Rural Municipality"
"575",51104,"Rural Municipality","Province 5","Banke","Khajura Rural Municipality",1151,1250,1142,1142,1134,1086,1193,806,503,1231,347,29,342,59,957,13,122,372,4,2,6029,5332,591,22,0,3033,784,3070,3646,"3854",723,512,0,3212,4447,512,409,142,43,271,1362,159,841,993,1,0,498,8,152,0,0,0,0,0,0,3,0,61,0,0,0,0,1,1,1029,328,641,1364,763,0,0,0,108,1249,"19",210,0,0,0,0,76,59,52,9,0,746,746,3,12,12,20242,15995,593,"Lumbini Province","Banke","Rural Municipality","Khajura Rural Municipality"
"576",51105,"Rural Municipality","Province 5","Banke","Janaki Rural Municipality",942,949,912,912,915,946,944,331,668,1025,213,18,209,16,794,34,9,427,65,29,4679,4588,506,104,0,2502,627,2472,3112,"3099",850,435,3,2940,4228,438,323,91,37,122,994,64,617,675,0,0,330,1,71,0,0,0,0,0,0,0,0,1,0,0,0,5,0,5,576,397,101,922,814,0,0,0,81,900,"16",195,0,0,1,3,53,49,37,2,0,375,375,9,8,9,16799,12927,592,"Lumbini Province","Banke","Rural Municipality","Janaki Rural Municipality"
"577",51106,"Sub-Metropolitan City","Province 5","Banke","Nepalganj Sub-Metropolitan City",5096,3464,3142,3122,3018,2878,3063,1600,1560,2462,996,83,1314,1187,1937,66,16,763,29,25,14595,12963,1410,135,0,5382,1676,4963,6927,"6639",1538,612,13,5676,7839,625,291,288,176,485,4017,218,1927,1531,384,0,8444,15,141,0,0,1,2,0,4,21,10,252,331,0,0,13,120,133,1246,1151,745,2162,988,66,0,1,191,1817,"29",301,5671,98,6,5,205,138,110,8,1,3850,3645,21,12,15,53885,46139,596,"Lumbini Province","Banke","Sub-Metropolitan City","Nepalganj Sub-Metropolitan City"
"578",51107,"Rural Municipality","Province 5","Banke","Duduwa Rural Municipality",1057,1122,1087,1077,961,673,894,536,792,781,312,26,312,66,731,25,26,234,31,18,5234,4327,694,163,0,1780,909,1780,2637,"2689",819,340,17,2395,3571,357,399,131,132,104,1225,46,733,885,0,0,672,0,121,0,0,0,0,0,0,0,0,32,0,0,0,2,0,2,312,717,125,713,614,0,0,0,58,663,"17",196,0,0,2,0,46,53,37,4,0,407,407,11,2,8,14420,13275,591,"Lumbini Province","Banke","Rural Municipality","Duduwa Rural Municipality"
"579",51108,"Rural Municipality","Province 5","Banke","Narainapur Rural Municipality",1120,1155,1019,1020,1002,885,956,323,907,1013,392,33,392,64,741,107,74,384,67,47,4966,4747,1344,382,2,1558,1659,1496,3286,"3155",1100,570,9,1400,3079,579,437,490,95,48,1443,19,651,695,189,7,584,44,226,0,0,0,0,0,0,0,0,4,0,0,0,4,2,6,178,721,56,602,552,0,0,0,67,775,"13",153,0,0,0,0,45,45,43,18,2,687,687,14,19,20,20631,19762,595,"Lumbini Province","Banke","Rural Municipality","Narainapur Rural Municipality"
"580",51201,"Municipality ","Province 5","Bardiya","Bansgadhi Municipality",1075,1147,1145,1143,1107,1124,1334,728,379,1125,234,20,228,24,793,68,14,195,31,3,5365,4535,511,141,16,1095,515,1093,1763,"1608",1200,365,17,2415,3997,382,246,112,371,267,887,169,623,823,0,0,435,8,354,0,0,1,0,0,0,1,1,6,0,0,0,7,0,7,135,382,339,577,378,1,0,0,100,988,"14",162,6,0,1,0,58,48,46,8,0,859,859,5,6,17,19933,12652,599,"Lumbini Province","Bardiya","Municipality ","Bansgadhi Municipality"
"581",51201,"Municipality ","Province 5","Bardiya","Bansgadhi Municipality",1075,1147,1145,1143,1107,1124,1334,728,379,1125,234,20,228,24,793,68,14,195,31,3,5365,4535,511,141,16,1095,515,1093,1763,"1608",1200,365,17,2415,3997,382,246,112,371,267,887,169,623,823,0,0,435,8,354,0,0,1,0,0,0,1,1,6,0,0,0,7,0,7,135,382,339,577,378,1,0,0,100,988,"14",162,6,0,1,0,58,48,46,8,0,859,859,5,6,17,19933,12652,600,"Lumbini Province","Bardiya","Municipality ","Bansgadhi Municipality"
"582",51202,"Municipality ","Province 5","Bardiya","Barbardiya Municipality",1153,1184,1152,1152,1127,1095,1293,833,237,1204,249,21,248,79,1140,32,8,321,29,7,5602,4931,382,4,0,1704,378,1600,2090,"1978",975,103,15,3281,4374,118,140,28,30,261,988,185,767,784,0,0,741,0,531,0,0,0,0,0,0,7,0,43,0,0,0,4,0,4,384,696,264,1033,454,0,0,0,130,1400,"21",253,0,0,0,1,73,41,38,2,0,962,962,4,5,3,22545,13153,601,"Lumbini Province","Bardiya","Municipality ","Barbardiya Municipality"
"583",51203,"Municipality ","Province 5","Bardiya","Thakurbaba Municipality",823,840,810,806,647,693,858,468,297,727,252,21,235,44,745,32,8,54,8,7,3341,2968,172,226,0,1303,496,1182,1701,"1678",635,274,0,1962,2871,274,192,30,86,147,649,112,515,634,0,0,589,0,489,1,0,1,0,0,0,2,0,88,0,0,0,6,0,6,232,499,278,476,295,0,0,0,89,784,"17",204,0,0,0,0,71,37,35,21,0,4927,4927,4,4,6,19790,13703,606,"Lumbini Province","Bardiya","Municipality ","Thakurbaba Municipality"
"584",51204,"Rural Municipality","Province 5","Bardiya","Geruwa Rural Municipality",598,630,602,592,607,541,642,389,195,591,288,24,288,42,601,16,4,248,6,2,3468,1397,354,99,2,877,622,877,1332,"1499",1369,233,2,2270,3874,235,182,115,176,142,511,109,427,535,0,0,402,0,345,0,0,0,0,0,0,3,0,46,0,0,0,2,0,2,289,194,163,569,301,0,0,0,71,782,"19",221,0,0,0,1,38,12,11,2,0,332,332,0,1,1,17204,10433,602,"Lumbini Province","Bardiya","Rural Municipality","Geruwa Rural Municipality"
"585",51205,"Municipality ","Province 5","Bardiya","Rajapur Municipality",845,874,841,841,844,907,964,621,232,892,442,37,441,80,872,23,5,337,16,10,4312,3910,730,50,1,1778,748,1697,2559,"2445",3483,351,7,3844,7685,358,394,2,51,166,805,122,637,687,104,0,656,0,484,0,0,0,0,0,0,0,0,80,53,0,0,18,0,18,657,1264,1386,980,777,0,0,0,129,1534,"34",397,0,0,15,1,62,42,38,2,0,1197,1197,5,4,12,35619,19079,605,"Lumbini Province","Bardiya","Municipality ","Rajapur Municipality"
"586",51206,"Municipality ","Province 5","Bardiya","Madhuwan Municipality",835,871,852,855,805,847,986,557,250,880,261,22,260,56,795,44,2,52,2,0,4241,3323,304,125,0,1797,496,1754,2226,"2250",750,269,10,2906,3935,279,244,33,43,263,686,167,492,638,7,0,510,0,446,0,0,0,0,0,0,4,0,42,0,0,0,4,0,4,145,548,106,516,557,0,0,0,104,973,"19",223,0,0,0,1,52,39,38,3,0,651,651,2,2,1,16545,10390,604,"Lumbini Province","Bardiya","Municipality ","Madhuwan Municipality"
"587",51207,"Municipality ","Province 5","Bardiya","Gulariya Municipality",1496,1512,1424,1419,1330,1295,1605,590,986,1430,297,25,297,92,1339,52,8,271,25,6,6508,5854,737,78,0,2562,739,2534,3377,"3273",1284,103,5,2675,4067,108,117,22,216,145,1550,88,1218,1218,1,0,1202,0,161,0,0,0,0,0,0,13,1,124,45,0,0,6,0,6,741,1778,1316,2790,690,0,0,0,108,1142,"15",174,3488,13,0,0,78,49,38,4,0,588,588,3,12,9,35459,24219,603,"Lumbini Province","Bardiya","Municipality ","Gulariya Municipality"
"588",51208,"Rural Municipality","Province 5","Bardiya","Badhaiyatal Rural Municipality",861,958,898,907,932,912,1113,504,376,946,228,19,226,62,884,35,13,286,11,6,4463,3995,310,25,1,2008,325,2004,2344,"2329",594,266,10,2933,3803,276,265,7,90,220,784,102,480,672,0,0,450,0,19,2,0,0,0,0,0,2,0,39,0,0,0,3,1,4,377,478,264,414,360,0,0,0,97,1048,"17",199,3,0,0,3,82,54,49,5,2,3186,3186,1,6,5,19253,14244,598,"Lumbini Province","Bardiya","Rural Municipality","Badhaiyatal Rural Municipality"
"589",60101,"Rural Municipality","Karnali Province","Dolpa","Dolpo Buddha Rural Municipality",58,58,43,42,35,22,18,9,9,4,30,3,10,1,25,1,0,23,3,0,83,70,14,2,0,1,7,1,17,"8",26,11,0,5,42,11,8,2,1,5,25,0,2,9,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,16,0,0,0,10,20,"4",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,872,636,"Karnali Province","Dolpa","Rural Municipality","Dolpo Buddha Rural Municipality"
"590",60102,"Rural Municipality","Karnali Province","Dolpa","Shey Phoksundo Rural Municipality",22,31,29,29,28,14,12,8,0,0,23,2,21,0,14,0,0,12,0,0,19,17,3,0,0,0,5,0,3,"5",8,0,0,0,8,0,2,5,0,1,13,1,6,9,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,0,0,0,20,4,"6",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,302,640,"Karnali Province","Dolpa","Rural Municipality","Shey Phoksundo Rural Municipality"
"591",60103,"Rural Municipality","Karnali Province","Dolpa","Jagadulla Rural Municipality",66,84,72,73,49,53,58,44,18,0,48,4,31,0,34,5,0,27,4,0,305,158,86,37,1,31,128,24,155,"152",109,16,0,8,133,16,23,34,20,13,87,5,21,35,8,24,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,140,13,0,0,0,12,24,"5",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,1739,637,"Karnali Province","Dolpa","Rural Municipality","Jagadulla Rural Municipality"
"592",60104,"Rural Municipality","Karnali Province","Dolpa","Mudkechula Rural Municipality",136,133,124,119,132,99,81,51,42,384,56,5,28,0,255,15,0,98,0,0,573,489,195,102,1,50,313,49,348,"362",285,149,44,115,593,193,207,117,21,12,116,1,44,72,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,16,7,239,8,0,0,0,17,81,"7",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654,3429,639,"Karnali Province","Dolpa","Rural Municipality","Mudkechula Rural Municipality"
"593",60105,"Municipality ","Karnali Province","Dolpa","Tripurasundari Municipality",234,247,246,246,243,199,225,118,75,86,106,9,102,0,220,8,7,368,9,2,1510,1227,282,62,4,104,300,93,452,"393",588,124,20,342,1074,144,121,102,50,39,281,2,67,89,27,1,74,8,72,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,202,37,0,569,89,0,0,0,42,445,"15",170,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5219,3849,642,"Karnali Province","Dolpa","Municipality ","Tripurasundari Municipality"
"594",60106,"Municipality ","Karnali Province","Dolpa","Thulibheri Municipality",269,248,205,205,181,197,164,150,63,227,74,6,49,25,455,15,0,618,15,0,308,282,406,183,13,108,370,98,710,"468",705,358,39,163,1265,397,78,175,66,125,233,38,68,144,6,17,132,7,138,0,0,0,0,0,0,6,0,21,0,0,0,0,1,1,103,0,0,109,111,0,0,0,29,165,"13",87,0,0,0,0,9,3,15,0,0,0,0,0,0,0,15477,12390,641,"Karnali Province","Dolpa","Municipality ","Thulibheri Municipality"
"595",60107,"Rural Municipality","Karnali Province","Dolpa","Kaike Rural Municipality",77,85,79,80,80,71,61,29,1,79,96,8,73,0,121,8,0,106,1,1,495,410,131,35,0,84,78,104,250,"182",262,40,1,180,483,41,193,58,21,18,76,5,10,70,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,3,33,8,2,108,25,0,0,0,26,182,"9",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,1682,638,"Karnali Province","Dolpa","Rural Municipality","Kaike Rural Municipality"
"596",60108,"Rural Municipality","Karnali Province","Dolpa","Chharka Tangsong Rural Municipality",42,47,42,42,13,18,6,29,22,0,33,3,4,0,15,0,0,10,0,0,60,47,96,0,0,0,222,0,96,"222",77,0,0,0,77,0,0,55,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,13,0,0,0,13,29,"5",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,553,635,"Karnali Province","Dolpa","Rural Municipality","Chharka Tangsong Rural Municipality"
"597",60201,"Rural Municipality","Karnali Province","Mugu","Mugumkarmarog Rural Municipality",151,152,146,145,138,136,142,88,94,95,102,9,91,0,101,10,7,182,3,0,356,416,191,40,2,82,158,52,315,"210",219,34,12,110,375,46,61,39,72,20,116,0,50,61,16,1,16,6,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,94,20,0,0,0,33,35,"11",88,33,0,6,17,4,3,3,0,0,0,0,0,0,0,2050,2113,662,"Karnali Province","Mugu","Rural Municipality","Mugumkarmarog Rural Municipality"
"598",60202,"Rural Municipality","Karnali Province","Mugu","Chhayanath Rara Municipality",568,561,585,577,520,504,498,295,317,529,164,14,133,22,605,36,2,613,90,9,2595,2260,459,133,21,421,509,387,1034,"896",732,204,74,562,1572,278,119,72,118,290,626,35,85,261,7,0,380,0,35,0,0,0,0,0,0,4,20,22,75,0,0,0,5,5,20,108,0,187,79,0,0,0,41,244,"20",153,0,0,0,6,23,6,6,4,0,94,94,0,0,0,14162,13096,660,"Karnali Province","Mugu","Rural Municipality","Chhayanath Rara Municipality"
"599",60203,"Rural Municipality","Karnali Province","Mugu","Soru Rural Municipality",467,515,442,441,452,337,409,167,123,296,141,12,116,2,396,117,14,734,143,33,406,334,757,311,10,365,1027,309,1443,"1336",979,282,5,319,1585,287,302,240,184,106,290,16,70,148,0,7,67,22,19,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,41,0,0,68,100,0,0,0,49,327,"16",138,0,0,0,0,10,4,3,0,0,0,0,0,0,0,6329,4869,663,"Karnali Province","Mugu","Rural Municipality","Soru Rural Municipality"
